file_path,file_name,mall_folder,recibos_subgroup,recibos_year_folder,recibos_year
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/15 CFE TUXTLA GUTIERREZ 671180400607 09082025 FACTURA.pdf,15 CFE TUXTLA GUTIERREZ 671180400607 09082025 FACTURA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/ADIDAS.pdf,ADIDAS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/ADOLFO DOMINGUEZ.pdf,ADOLFO DOMINGUEZ.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/AT&T 1.pdf,AT&T 1.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/AT&T 2.pdf,AT&T 2.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/BARBER JASS.pdf,BARBER JASS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/BELLA PANDITA.pdf,BELLA PANDITA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/BEN & FRANK.pdf,BEN & FRANK.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/BUFFETE 168.pdf,BUFFETE 168.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/BURGUER KING.pdf,BURGUER KING.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/Bellisima.pdf,Bellisima.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CACAO NATIVA.pdf,CACAO NATIVA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CARLS JR.pdf,CARLS JR.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CARTERS.pdf,CARTERS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CHURRERIA PORFIRIO.pdf,CHURRERIA PORFIRIO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CRISTAL JOYAS.pdf,CRISTAL JOYAS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/CYA.pdf,CYA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/DDQ.pdf,DDQ.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/DOMINOS PIZZA.pdf,DOMINOS PIZZA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/DO„A MACHETES.pdf,DO„A MACHETES.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/EL GALEON.pdf,EL GALEON.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/ELITE LOCKERS.pdf,ELITE LOCKERS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/GOODTEA.pdf,GOODTEA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/HANG TEN.pdf,HANG TEN.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/HIPOCAMPO.pdf,HIPOCAMPO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/HOMAY.pdf,HOMAY.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/HOTEL.pdf,HOTEL.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/JULIO.pdf,JULIO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/KFC.pdf,KFC.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/KIMUUL.pdf,KIMUUL.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/KLIPPERS.pdf,KLIPPERS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/LA BELLA PANDITA.pdf,LA BELLA PANDITA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/LACOSTE.pdf,LACOSTE.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/LEVIS.pdf,LEVIS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/LIDS.pdf,LIDS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/LIVERPOOL.pdf,LIVERPOOL.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/MAIZ & TEPACHE.pdf,MAIZ & TEPACHE.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/MAR ESTILISMO.pdf,MAR ESTILISMO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/MC CARTHYS.pdf,MC CARTHYS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/MICHELLE.pdf,MICHELLE.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/MONKEY PAPAS.pdf,MONKEY PAPAS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/NACHOS.pdf,NACHOS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/NATURALISIMO.pdf,NATURALISIMO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/NEW ERA.pdf,NEW ERA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/PIZZA HUT.pdf,PIZZA HUT.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/ROJO CANELA.pdf,ROJO CANELA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SAMSUNG.pdf,SAMSUNG.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SMART BAMBOO.pdf,SMART BAMBOO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SMART TRAMPOLIN.pdf,SMART TRAMPOLIN.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SMARTFIT.pdf,SMARTFIT.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SPAZIO YOMO.pdf,SPAZIO YOMO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SR RODEO.pdf,SR RODEO.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/STEVE MADEN.pdf,STEVE MADEN.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SUBURBIA.pdf,SUBURBIA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/SUBWAY.pdf,SUBWAY.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/TAIYAKI.pdf,TAIYAKI.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/TOUS.pdf,TOUS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/VANS.pdf,VANS.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/WINGSTOP.pdf,WINGSTOP.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/WINPOT.pdf,WINPOT.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/RECIBOS LUZ LOCATARIOS/YUCAPIOKA.pdf,YUCAPIOKA.pdf,01. V1_Ambar Fashion Mall Tuxtla,RECIBOS LUZ LOCATARIOS,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO ABRIL.pdf,CONSUMO ABRIL.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO AGOSTO 2024.pdf,CONSUMO AGOSTO 2024.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO DE ENERGIA ENERO.pdf,CONSUMO DE ENERGIA ENERO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO DICIEMBRE.pdf,CONSUMO DICIEMBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO FEBRERO 2024.pdf,CONSUMO FEBRERO 2024.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO JULIO 2024.pdf,CONSUMO JULIO 2024.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO JUNIO.pdf,CONSUMO JUNIO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO MARZO.pdf,CONSUMO MARZO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO MAYO.pdf,CONSUMO MAYO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO NOVIEMBRE.pdf,CONSUMO NOVIEMBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO OCTUBRE.pdf,CONSUMO OCTUBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2024/CONSUMO SEPTIEMBRE.pdf,CONSUMO SEPTIEMBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2024,2024.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO ABRIL.pdf,CONSUMO ABRIL.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO AGOSTO.pdf,CONSUMO AGOSTO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO ENERO.pdf,CONSUMO ENERO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO FEBRERO.pdf,CONSUMO FEBRERO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO JULIO.pdf,CONSUMO JULIO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO JUNIO.pdf,CONSUMO JUNIO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO MARZO.pdf,CONSUMO MARZO.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO MAY0.pdf,CONSUMO MAY0.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO OCTUBRE.pdf,CONSUMO OCTUBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/01. V1_Ambar Fashion Mall Tuxtla/7. Recibos CFE/Servicios Generales/RECIBOS 2025/CONSUMO SEPTIEMBRE.pdf,CONSUMO SEPTIEMBRE.pdf,01. V1_Ambar Fashion Mall Tuxtla,Servicios Generales,RECIBOS 2025,2025.0
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561 (1).pdf,494161202561 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561 (2).pdf,494161202561 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561 (3).pdf,494161202561 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561 (4).pdf,494161202561 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561 (5).pdf,494161202561 (5).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - 4 Mares/494161202561.pdf,494161202561.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - 4 Mares,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - American Eagle/494230402283 (1).pdf,494230402283 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - American Eagle,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - American Eagle/494230402283 (10).pdf,494230402283 (10).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - American Eagle,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - American Eagle/494230402283 (11).pdf,494230402283 (11).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - American Eagle,,
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - American Eagle/494230402283 (2).pdf,494230402283 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - American Eagle,,
