file_path,file_name,mall_folder,recibos_subgroup,recibos_year_folder,recibos_year,no_servicio,cuenta,tarifa,periodo_inicio_raw,periodo_fin_raw,periodo_inicio,periodo_fin,kwh,importe,pagos_pendientes,billing_days,period_key,pdf_no_servicio_nunique,pdf_cuenta_nunique,flag_pdf_mixed_no_servicio,flag_pdf_mixed_cuenta,kwh_por_dia,importe_por_dia,costo_por_kwh,flag_missing_kwh,flag_missing_dates,flag_bad_days
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,12 SEP 25,13 NOV 25,2025-09-12,2025-11-13,6247,1566.0,1566.0,63.0,2025-09-12__2025-11-13,1,1,False,False,99.15873015873017,24.857142857142858,0.2506803265567472,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,15 JUL 25,12 SEP 25,2025-07-15,2025-09-12,5931,32839.0,32839.0,60.0,2025-07-15__2025-09-12,1,1,False,False,98.85,547.3166666666667,5.5368403304670375,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,15 MAY 25,15 JUL 25,2025-05-15,2025-07-15,5122,28076.0,28076.0,62.0,2025-05-15__2025-07-15,1,1,False,False,82.61290322580645,452.83870967741933,5.4814525575946895,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,14 MAR 25,15 MAY 25,2025-03-14,2025-05-15,4260,23004.0,23004.0,63.0,2025-03-14__2025-05-15,1,1,False,False,67.61904761904762,365.14285714285717,5.4,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,15 ENE 25,14 MAR 25,2025-01-15,2025-03-14,3271,17679.0,17679.0,59.0,2025-01-15__2025-03-14,1,1,False,False,55.440677966101696,299.64406779661016,5.40476918373586,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/LUUNA.pdf,LUUNA.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,494241200534,19DX13A011015860,PDBT,06 DIC 24,15 ENE 25,2024-12-06,2025-01-15,674,7326.0,7326.0,41.0,2024-12-06__2025-01-15,1,1,False,False,16.4390243902439,178.6829268292683,10.869436201780415,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macame/494250601312 (1).pdf,494250601312 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macame,,,494250601312,19DX13A011015630,PDBT,20 JUN 25,15 JUL 25,2025-06-20,2025-07-15,0,3804.0,3804.0,26.0,2025-06-20__2025-07-15,1,1,False,False,0.0,146.30769230769232,,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macame/494250601312.pdf,494250601312.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macame,,,494250601312,19DX13A011015630,PDBT,15 JUL 25,12 SEP 25,2025-07-15,2025-09-12,1882,10479.0,10479.0,60.0,2025-07-15__2025-09-12,1,1,False,False,31.366666666666667,174.65,5.568012752391073,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macame/494250601312.pdf,494250601312.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macame,,,494250601312,19DX13A011015630,PDBT,20 JUN 25,15 JUL 25,2025-06-20,2025-07-15,0,3804.0,3804.0,26.0,2025-06-20__2025-07-15,1,1,False,False,0.0,146.30769230769232,,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,14 MAR 25,15 MAY 25,2025-03-14,2025-05-15,6761,36459.0,36459.0,63.0,2025-03-14__2025-05-15,1,1,False,False,107.31746031746032,578.7142857142857,5.392545481437657,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 ENE 25,14 MAR 25,2025-01-15,2025-03-14,11394,61370.0,61370.0,59.0,2025-01-15__2025-03-14,1,1,False,False,193.11864406779662,1040.1694915254238,5.386168158680007,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,13 NOV 24,15 ENE 25,2024-11-13,2025-01-15,13138,70010.0,70010.0,64.0,2024-11-13__2025-01-15,1,1,False,False,205.28125,1093.90625,5.328817171563404,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,13 SEP 24,13 NOV 24,2024-09-13,2024-11-13,18997,102317.0,102317.0,62.0,2024-09-13__2024-11-13,1,1,False,False,306.4032258064516,1650.274193548387,5.385955677212191,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 JUL 24,13 SEP 24,2024-07-15,2024-09-13,18238,98324.0,98324.0,61.0,2024-07-15__2024-09-13,1,1,False,False,298.9836065573771,1611.8688524590164,5.391161311547319,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 MAY 24,15 JUL 24,2024-05-15,2024-07-15,6456,34006.0,34006.0,62.0,2024-05-15__2024-07-15,1,1,False,False,104.12903225806451,548.483870967742,5.267348203221809,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 MAY 24,20 JUN 24,2024-05-15,2024-06-20,9328,49059.0,49059.0,37.0,2024-05-15__2024-06-20,1,1,False,False,252.1081081081081,1325.918918918919,5.2593267581475125,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,14 MAR 24,15 MAY 24,2024-03-14,2024-05-15,14803,77859.0,77859.0,63.0,2024-03-14__2024-05-15,1,1,False,False,234.96825396825398,1235.857142857143,5.259677092481254,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,16 ENE 24,14 MAR 24,2024-01-16,2024-03-14,11022,57521.0,57521.0,59.0,2024-01-16__2024-03-14,1,1,False,False,186.8135593220339,974.9322033898305,5.218744329522773,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 NOV 23,16 ENE 24,2023-11-15,2024-01-16,12397,64148.0,64148.0,63.0,2023-11-15__2024-01-16,1,1,False,False,196.77777777777777,1018.2222222222222,5.174477696216827,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (1).pdf,494170301261 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 SEP 23,15 NOV 23,2023-09-15,2023-11-15,15694,82297.0,82297.0,62.0,2023-09-15__2023-11-15,1,1,False,False,253.1290322580645,1327.3709677419354,5.243851153306997,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,14 MAR 25,15 MAY 25,2025-03-14,2025-05-15,6761,36459.0,36459.0,63.0,2025-03-14__2025-05-15,1,1,False,False,107.31746031746032,578.7142857142857,5.392545481437657,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 ENE 25,14 MAR 25,2025-01-15,2025-03-14,11394,61370.0,61370.0,59.0,2025-01-15__2025-03-14,1,1,False,False,193.11864406779662,1040.1694915254238,5.386168158680007,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 NOV 24,15 ENE 25,2024-11-13,2025-01-15,13138,70010.0,70010.0,64.0,2024-11-13__2025-01-15,1,1,False,False,205.28125,1093.90625,5.328817171563404,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 SEP 24,13 NOV 24,2024-09-13,2024-11-13,18997,102317.0,102317.0,62.0,2024-09-13__2024-11-13,1,1,False,False,306.4032258064516,1650.274193548387,5.385955677212191,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 JUL 24,13 SEP 24,2024-07-15,2024-09-13,18238,98324.0,98324.0,61.0,2024-07-15__2024-09-13,1,1,False,False,298.9836065573771,1611.8688524590164,5.391161311547319,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,15 JUL 24,2024-05-15,2024-07-15,6456,34006.0,34006.0,62.0,2024-05-15__2024-07-15,1,1,False,False,104.12903225806451,548.483870967742,5.267348203221809,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,20 JUN 24,2024-05-15,2024-06-20,9328,49059.0,49059.0,37.0,2024-05-15__2024-06-20,1,1,False,False,252.1081081081081,1325.918918918919,5.2593267581475125,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,14 MAR 24,15 MAY 24,2024-03-14,2024-05-15,14803,77859.0,77859.0,63.0,2024-03-14__2024-05-15,1,1,False,False,234.96825396825398,1235.857142857143,5.259677092481254,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,16 ENE 24,14 MAR 24,2024-01-16,2024-03-14,11022,57521.0,57521.0,59.0,2024-01-16__2024-03-14,1,1,False,False,186.8135593220339,974.9322033898305,5.218744329522773,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 NOV 23,16 ENE 24,2023-11-15,2024-01-16,12397,64148.0,64148.0,63.0,2023-11-15__2024-01-16,1,1,False,False,196.77777777777777,1018.2222222222222,5.174477696216827,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (2).pdf,494170301261 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 SEP 23,15 NOV 23,2023-09-15,2023-11-15,15694,82297.0,82297.0,62.0,2023-09-15__2023-11-15,1,1,False,False,253.1290322580645,1327.3709677419354,5.243851153306997,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 ENE 25,14 MAR 25,2025-01-15,2025-03-14,11394,61370.0,61370.0,59.0,2025-01-15__2025-03-14,1,1,False,False,193.11864406779662,1040.1694915254238,5.386168158680007,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 NOV 24,15 ENE 25,2024-11-13,2025-01-15,13138,70010.0,70010.0,64.0,2024-11-13__2025-01-15,1,1,False,False,205.28125,1093.90625,5.328817171563404,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 SEP 24,13 NOV 24,2024-09-13,2024-11-13,18997,102317.0,102317.0,62.0,2024-09-13__2024-11-13,1,1,False,False,306.4032258064516,1650.274193548387,5.385955677212191,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 JUL 24,13 SEP 24,2024-07-15,2024-09-13,18238,98324.0,98324.0,61.0,2024-07-15__2024-09-13,1,1,False,False,298.9836065573771,1611.8688524590164,5.391161311547319,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,15 JUL 24,2024-05-15,2024-07-15,6456,34006.0,34006.0,62.0,2024-05-15__2024-07-15,1,1,False,False,104.12903225806451,548.483870967742,5.267348203221809,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,20 JUN 24,2024-05-15,2024-06-20,9328,49059.0,49059.0,37.0,2024-05-15__2024-06-20,1,1,False,False,252.1081081081081,1325.918918918919,5.2593267581475125,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,14 MAR 24,15 MAY 24,2024-03-14,2024-05-15,14803,77859.0,77859.0,63.0,2024-03-14__2024-05-15,1,1,False,False,234.96825396825398,1235.857142857143,5.259677092481254,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,16 ENE 24,14 MAR 24,2024-01-16,2024-03-14,11022,57521.0,57521.0,59.0,2024-01-16__2024-03-14,1,1,False,False,186.8135593220339,974.9322033898305,5.218744329522773,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 NOV 23,16 ENE 24,2023-11-15,2024-01-16,12397,64148.0,64148.0,63.0,2023-11-15__2024-01-16,1,1,False,False,196.77777777777777,1018.2222222222222,5.174477696216827,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 SEP 23,15 NOV 23,2023-09-15,2023-11-15,15694,82297.0,82297.0,62.0,2023-09-15__2023-11-15,1,1,False,False,253.1290322580645,1327.3709677419354,5.243851153306997,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (3).pdf,494170301261 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,17 JUL 23,15 SEP 23,2023-07-17,2023-09-15,2718,14401.0,14401.0,61.0,2023-07-17__2023-09-15,1,1,False,False,44.557377049180324,236.08196721311475,5.298381162619573,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 NOV 24,15 ENE 25,2024-11-13,2025-01-15,13138,70010.0,70010.0,64.0,2024-11-13__2025-01-15,1,1,False,False,205.28125,1093.90625,5.328817171563404,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,13 SEP 24,13 NOV 24,2024-09-13,2024-11-13,18997,102317.0,102317.0,62.0,2024-09-13__2024-11-13,1,1,False,False,306.4032258064516,1650.274193548387,5.385955677212191,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 JUL 24,13 SEP 24,2024-07-15,2024-09-13,18238,98324.0,98324.0,61.0,2024-07-15__2024-09-13,1,1,False,False,298.9836065573771,1611.8688524590164,5.391161311547319,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,15 JUL 24,2024-05-15,2024-07-15,6456,34006.0,34006.0,62.0,2024-05-15__2024-07-15,1,1,False,False,104.12903225806451,548.483870967742,5.267348203221809,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 MAY 24,20 JUN 24,2024-05-15,2024-06-20,9328,49059.0,49059.0,37.0,2024-05-15__2024-06-20,1,1,False,False,252.1081081081081,1325.918918918919,5.2593267581475125,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,14 MAR 24,15 MAY 24,2024-03-14,2024-05-15,14803,77859.0,77859.0,63.0,2024-03-14__2024-05-15,1,1,False,False,234.96825396825398,1235.857142857143,5.259677092481254,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,16 ENE 24,14 MAR 24,2024-01-16,2024-03-14,11022,57521.0,57521.0,59.0,2024-01-16__2024-03-14,1,1,False,False,186.8135593220339,974.9322033898305,5.218744329522773,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 NOV 23,16 ENE 24,2023-11-15,2024-01-16,12397,64148.0,64148.0,63.0,2023-11-15__2024-01-16,1,1,False,False,196.77777777777777,1018.2222222222222,5.174477696216827,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,15 SEP 23,15 NOV 23,2023-09-15,2023-11-15,15694,82297.0,82297.0,62.0,2023-09-15__2023-11-15,1,1,False,False,253.1290322580645,1327.3709677419354,5.243851153306997,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,17 JUL 23,15 SEP 23,2023-07-17,2023-09-15,2718,14401.0,14401.0,61.0,2023-07-17__2023-09-15,1,1,False,False,44.557377049180324,236.08196721311475,5.298381162619573,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261 (4).pdf,494170301261 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015630,PDBT,17 MAY 23,17 JUL 23,2023-05-17,2023-07-17,5173,27261.0,27261.0,62.0,2023-05-17__2023-07-17,1,1,False,False,83.43548387096774,439.69354838709677,5.2698627488884595,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261.pdf,494170301261.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 MAY 25,12 SEP 25,2025-05-15,2025-09-12,18558,66746.0,66746.0,121.0,2025-05-15__2025-09-12,1,1,False,False,153.37190082644628,551.6198347107438,3.596616014656752,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261.pdf,494170301261.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,14 MAR 25,15 MAY 25,2025-03-14,2025-05-15,6761,36459.0,36459.0,63.0,2025-03-14__2025-05-15,1,1,False,False,107.31746031746032,578.7142857142857,5.392545481437657,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261.pdf,494170301261.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,15 ENE 25,14 MAR 25,2025-01-15,2025-03-14,11394,61370.0,61370.0,59.0,2025-01-15__2025-03-14,1,1,False,False,193.11864406779662,1040.1694915254238,5.386168158680007,False,False,False
/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Macstore/494170301261.pdf,494170301261.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Macstore,,,494170301261,19DX13A011015710,PDBT,13 NOV 24,15 ENE 25,2024-11-13,2025-01-15,13138,70010.0,70010.0,64.0,2024-11-13__2025-01-15,1,1,False,False,205.28125,1093.90625,5.328817171563404,False,False,False
